"GeoUID","Date","DateString","Structure Size","Value","Survey","Series"
"24462",2013-07-01,"2013","100+ Units",29513,"Srms","Condo Universe"
"24462",2013-07-01,"2013","Total",141673,"Srms","Condo Universe"
"24462",2014-07-01,"2014","3-19 Units",68176,"Srms","Condo Universe"
"24462",2014-07-01,"2014","20-49 Units",30327,"Srms","Condo Universe"
"24462",2014-07-01,"2014","50-99 Units",27068,"Srms","Condo Universe"
"24462",2014-07-01,"2014","100+ Units",32818,"Srms","Condo Universe"
"24462",2014-07-01,"2014","Total",158389,"Srms","Condo Universe"
"24462",2015-07-01,"2015","3-19 Units",71761,"Srms","Condo Universe"
"24462",2015-07-01,"2015","20-49 Units",32163,"Srms","Condo Universe"
"24462",2015-07-01,"2015","50-99 Units",27270,"Srms","Condo Universe"
"24462",2015-07-01,"2015","100+ Units",33329,"Srms","Condo Universe"
"24462",2015-07-01,"2015","Total",164523,"Srms","Condo Universe"
"24462",2016-07-01,"2016","3-19 Units",77698,"Srms","Condo Universe"
"24462",2016-07-01,"2016","20-49 Units",35457,"Srms","Condo Universe"
"24462",2016-07-01,"2016","50-99 Units",30564,"Srms","Condo Universe"
"24462",2016-07-01,"2016","100+ Units",37195,"Srms","Condo Universe"
"24462",2016-07-01,"2016","Total",180914,"Srms","Condo Universe"
"24462",2017-07-01,"2017","3-19 Units",81361,"Srms","Condo Universe"
"24462",2017-07-01,"2017","20-49 Units",36525,"Srms","Condo Universe"
"24462",2017-07-01,"2017","50-99 Units",31949,"Srms","Condo Universe"
"24462",2017-07-01,"2017","100+ Units",39679,"Srms","Condo Universe"
"24462",2017-07-01,"2017","Total",189514,"Srms","Condo Universe"
"24462",2018-07-01,"2018","3-19 Units",82845,"Srms","Condo Universe"
"24462",2018-07-01,"2018","20-49 Units",37099,"Srms","Condo Universe"
"24462",2018-07-01,"2018","50-99 Units",33195,"Srms","Condo Universe"
"24462",2018-07-01,"2018","100+ Units",42020,"Srms","Condo Universe"
"24462",2018-07-01,"2018","Total",195159,"Srms","Condo Universe"
"24462",2019-07-01,"2019","3-19 Units",84238,"Srms","Condo Universe"
"24462",2019-07-01,"2019","20-49 Units",37640,"Srms","Condo Universe"
"24462",2019-07-01,"2019","50-99 Units",34909,"Srms","Condo Universe"
"24462",2019-07-01,"2019","100+ Units",45405,"Srms","Condo Universe"
"24462",2019-07-01,"2019","Total",202192,"Srms","Condo Universe"
"24462",2020-07-01,"2020","3-19 Units",85255,"Srms","Condo Universe"
"24462",2020-07-01,"2020","20-49 Units",38259,"Srms","Condo Universe"
"24462",2020-07-01,"2020","50-99 Units",35618,"Srms","Condo Universe"
"24462",2020-07-01,"2020","100+ Units",47578,"Srms","Condo Universe"
"24462",2020-07-01,"2020","Total",206710,"Srms","Condo Universe"
"24462",2021-07-01,"2021","3-19 Units",85510,"Srms","Condo Universe"
"24462",2021-07-01,"2021","20-49 Units",39241,"Srms","Condo Universe"
"24462",2021-07-01,"2021","50-99 Units",36288,"Srms","Condo Universe"
"24462",2021-07-01,"2021","100+ Units",50963,"Srms","Condo Universe"
"24462",2021-07-01,"2021","Total",212002,"Srms","Condo Universe"
"24462",2022-07-01,"2022","3-19 Units",86552,"Srms","Condo Universe"
"24462",2022-07-01,"2022","20-49 Units",39638,"Srms","Condo Universe"
"24462",2022-07-01,"2022","50-99 Units",37248,"Srms","Condo Universe"
"24462",2022-07-01,"2022","100+ Units",55530,"Srms","Condo Universe"
"24462",2022-07-01,"2022","Total",218968,"Srms","Condo Universe"
"24462",2023-07-01,"2023","3-19 Units",86795,"Srms","Condo Universe"
"24462",2023-07-01,"2023","20-49 Units",40133,"Srms","Condo Universe"
"24462",2023-07-01,"2023","50-99 Units",38093,"Srms","Condo Universe"
"24462",2023-07-01,"2023","100+ Units",58256,"Srms","Condo Universe"
"24462",2023-07-01,"2023","Total",223277,"Srms","Condo Universe"
"24462",2024-07-01,"2024","3-19 Units",86927,"Srms","Condo Universe"
"24462",2024-07-01,"2024","20-49 Units",40414,"Srms","Condo Universe"
"24462",2024-07-01,"2024","50-99 Units",38589,"Srms","Condo Universe"
"24462",2024-07-01,"2024","100+ Units",62136,"Srms","Condo Universe"
"24462",2024-07-01,"2024","Total",228066,"Srms","Condo Universe"
"24462",2025-07-01,"2025","3-19 Units",87111,"Srms","Condo Universe"
"24462",2025-07-01,"2025","20-49 Units",40492,"Srms","Condo Universe"
"24462",2025-07-01,"2025","50-99 Units",39453,"Srms","Condo Universe"
"24462",2025-07-01,"2025","100+ Units",66479,"Srms","Condo Universe"
"24462",2025-07-01,"2025","Total",233535,"Srms","Condo Universe"
