"GeoUID","Date","DateString","Structure Size","Value","Survey","Series"
"47725",2013-07-01,"2013","3-19 Units",542,"Srms","Condo Universe"
"47725",2013-07-01,"2013","20-49 Units",2631,"Srms","Condo Universe"
"47725",2013-07-01,"2013","50-99 Units",3311,"Srms","Condo Universe"
"47725",2013-07-01,"2013","100+ Units",2933,"Srms","Condo Universe"
"47725",2013-07-01,"2013","Total",9417,"Srms","Condo Universe"
"47725",2014-07-01,"2014","3-19 Units",558,"Srms","Condo Universe"
"47725",2014-07-01,"2014","20-49 Units",2724,"Srms","Condo Universe"
"47725",2014-07-01,"2014","50-99 Units",3568,"Srms","Condo Universe"
"47725",2014-07-01,"2014","100+ Units",3047,"Srms","Condo Universe"
"47725",2014-07-01,"2014","Total",9897,"Srms","Condo Universe"
"47725",2015-07-01,"2015","3-19 Units",557,"Srms","Condo Universe"
"47725",2015-07-01,"2015","20-49 Units",2878,"Srms","Condo Universe"
"47725",2015-07-01,"2015","50-99 Units",3614,"Srms","Condo Universe"
"47725",2015-07-01,"2015","100+ Units",3527,"Srms","Condo Universe"
"47725",2015-07-01,"2015","Total",10576,"Srms","Condo Universe"
"47725",2016-07-01,"2016","3-19 Units",559,"Srms","Condo Universe"
"47725",2016-07-01,"2016","20-49 Units",2948,"Srms","Condo Universe"
"47725",2016-07-01,"2016","50-99 Units",3751,"Srms","Condo Universe"
"47725",2016-07-01,"2016","100+ Units",3688,"Srms","Condo Universe"
"47725",2016-07-01,"2016","Total",10946,"Srms","Condo Universe"
"47725",2017-07-01,"2017","3-19 Units",564,"Srms","Condo Universe"
"47725",2017-07-01,"2017","20-49 Units",3071,"Srms","Condo Universe"
"47725",2017-07-01,"2017","50-99 Units",3995,"Srms","Condo Universe"
"47725",2017-07-01,"2017","100+ Units",4143,"Srms","Condo Universe"
"47725",2017-07-01,"2017","Total",11773,"Srms","Condo Universe"
"47725",2018-07-01,"2018","3-19 Units",560,"Srms","Condo Universe"
"47725",2018-07-01,"2018","20-49 Units",3073,"Srms","Condo Universe"
"47725",2018-07-01,"2018","50-99 Units",3920,"Srms","Condo Universe"
"47725",2018-07-01,"2018","100+ Units",4063,"Srms","Condo Universe"
"47725",2018-07-01,"2018","Total",11616,"Srms","Condo Universe"
"47725",2019-07-01,"2019","3-19 Units",578,"Srms","Condo Universe"
"47725",2019-07-01,"2019","20-49 Units",3215,"Srms","Condo Universe"
"47725",2019-07-01,"2019","50-99 Units",3933,"Srms","Condo Universe"
"47725",2019-07-01,"2019","100+ Units",4400,"Srms","Condo Universe"
"47725",2019-07-01,"2019","Total",12126,"Srms","Condo Universe"
"47725",2020-07-01,"2020","3-19 Units",571,"Srms","Condo Universe"
"47725",2020-07-01,"2020","20-49 Units",3251,"Srms","Condo Universe"
"47725",2020-07-01,"2020","50-99 Units",3952,"Srms","Condo Universe"
"47725",2020-07-01,"2020","100+ Units",4476,"Srms","Condo Universe"
"47725",2020-07-01,"2020","Total",12250,"Srms","Condo Universe"
"47725",2021-07-01,"2021","3-19 Units",624,"Srms","Condo Universe"
"47725",2021-07-01,"2021","20-49 Units",3336,"Srms","Condo Universe"
"47725",2021-07-01,"2021","50-99 Units",4079,"Srms","Condo Universe"
"47725",2021-07-01,"2021","100+ Units",4633,"Srms","Condo Universe"
"47725",2021-07-01,"2021","Total",12672,"Srms","Condo Universe"
"47725",2022-07-01,"2022","3-19 Units",707,"Srms","Condo Universe"
"47725",2022-07-01,"2022","20-49 Units",3430,"Srms","Condo Universe"
"47725",2022-07-01,"2022","50-99 Units",4160,"Srms","Condo Universe"
"47725",2022-07-01,"2022","100+ Units",4437,"Srms","Condo Universe"
"47725",2022-07-01,"2022","Total",12734,"Srms","Condo Universe"
"47725",2023-07-01,"2023","3-19 Units",689,"Srms","Condo Universe"
"47725",2023-07-01,"2023","20-49 Units",3430,"Srms","Condo Universe"
"47725",2023-07-01,"2023","50-99 Units",4160,"Srms","Condo Universe"
"47725",2023-07-01,"2023","100+ Units",4437,"Srms","Condo Universe"
"47725",2023-07-01,"2023","Total",12716,"Srms","Condo Universe"
"47725",2024-07-01,"2024","3-19 Units",689,"Srms","Condo Universe"
"47725",2024-07-01,"2024","20-49 Units",3487,"Srms","Condo Universe"
"47725",2024-07-01,"2024","50-99 Units",4160,"Srms","Condo Universe"
"47725",2024-07-01,"2024","100+ Units",4437,"Srms","Condo Universe"
"47725",2024-07-01,"2024","Total",12773,"Srms","Condo Universe"
"47725",2025-07-01,"2025","3-19 Units",701,"Srms","Condo Universe"
"47725",2025-07-01,"2025","20-49 Units",3449,"Srms","Condo Universe"
"47725",2025-07-01,"2025","50-99 Units",4188,"Srms","Condo Universe"
"47725",2025-07-01,"2025","100+ Units",4540,"Srms","Condo Universe"
"47725",2025-07-01,"2025","Total",12878,"Srms","Condo Universe"
