"GeoUID","Date","DateString","Structure Size","Value","Survey","Series"
"59935",2016-07-01,"2016","50-99 Units",7035,"Srms","Condo Universe"
"59935",2016-07-01,"2016","100+ Units",5298,"Srms","Condo Universe"
"59935",2016-07-01,"2016","Total",24506,"Srms","Condo Universe"
"59935",2017-07-01,"2017","3-19 Units",3060,"Srms","Condo Universe"
"59935",2017-07-01,"2017","20-49 Units",9261,"Srms","Condo Universe"
"59935",2017-07-01,"2017","50-99 Units",7132,"Srms","Condo Universe"
"59935",2017-07-01,"2017","100+ Units",5059,"Srms","Condo Universe"
"59935",2017-07-01,"2017","Total",24512,"Srms","Condo Universe"
"59935",2018-07-01,"2018","3-19 Units",3136,"Srms","Condo Universe"
"59935",2018-07-01,"2018","20-49 Units",9359,"Srms","Condo Universe"
"59935",2018-07-01,"2018","50-99 Units",7036,"Srms","Condo Universe"
"59935",2018-07-01,"2018","100+ Units",5222,"Srms","Condo Universe"
"59935",2018-07-01,"2018","Total",24753,"Srms","Condo Universe"
"59935",2019-07-01,"2019","3-19 Units",3098,"Srms","Condo Universe"
"59935",2019-07-01,"2019","20-49 Units",9490,"Srms","Condo Universe"
"59935",2019-07-01,"2019","50-99 Units",7224,"Srms","Condo Universe"
"59935",2019-07-01,"2019","100+ Units",5222,"Srms","Condo Universe"
"59935",2019-07-01,"2019","Total",25034,"Srms","Condo Universe"
"59935",2020-07-01,"2020","3-19 Units",3083,"Srms","Condo Universe"
"59935",2020-07-01,"2020","20-49 Units",9845,"Srms","Condo Universe"
"59935",2020-07-01,"2020","50-99 Units",7632,"Srms","Condo Universe"
"59935",2020-07-01,"2020","100+ Units",5990,"Srms","Condo Universe"
"59935",2020-07-01,"2020","Total",26550,"Srms","Condo Universe"
"59935",2021-07-01,"2021","3-19 Units",3071,"Srms","Condo Universe"
"59935",2021-07-01,"2021","20-49 Units",9923,"Srms","Condo Universe"
"59935",2021-07-01,"2021","50-99 Units",7944,"Srms","Condo Universe"
"59935",2021-07-01,"2021","100+ Units",6662,"Srms","Condo Universe"
"59935",2021-07-01,"2021","Total",27600,"Srms","Condo Universe"
"59935",2022-07-01,"2022","3-19 Units",3199,"Srms","Condo Universe"
"59935",2022-07-01,"2022","20-49 Units",10307,"Srms","Condo Universe"
"59935",2022-07-01,"2022","50-99 Units",8328,"Srms","Condo Universe"
"59935",2022-07-01,"2022","100+ Units",6530,"Srms","Condo Universe"
"59935",2022-07-01,"2022","Total",28364,"Srms","Condo Universe"
"59935",2023-07-01,"2023","3-19 Units",3219,"Srms","Condo Universe"
"59935",2023-07-01,"2023","20-49 Units",10370,"Srms","Condo Universe"
"59935",2023-07-01,"2023","50-99 Units",8201,"Srms","Condo Universe"
"59935",2023-07-01,"2023","100+ Units",7316,"Srms","Condo Universe"
"59935",2023-07-01,"2023","Total",29106,"Srms","Condo Universe"
"59935",2024-07-01,"2024","3-19 Units",3211,"Srms","Condo Universe"
"59935",2024-07-01,"2024","20-49 Units",10406,"Srms","Condo Universe"
"59935",2024-07-01,"2024","50-99 Units",8717,"Srms","Condo Universe"
"59935",2024-07-01,"2024","100+ Units",7888,"Srms","Condo Universe"
"59935",2024-07-01,"2024","Total",30222,"Srms","Condo Universe"
"59935",2025-07-01,"2025","3-19 Units",3211,"Srms","Condo Universe"
"59935",2025-07-01,"2025","20-49 Units",10490,"Srms","Condo Universe"
"59935",2025-07-01,"2025","50-99 Units",8830,"Srms","Condo Universe"
"59935",2025-07-01,"2025","100+ Units",8237,"Srms","Condo Universe"
"59935",2025-07-01,"2025","Total",30768,"Srms","Condo Universe"
