"GeoUID","Date","DateString","Structure Size","Value","Survey","Series"
"12205",2012-07-01,"2012","50-99 Units",NA,"Srms","Condo Universe"
"12205",2012-07-01,"2012","100+ Units",NA,"Srms","Condo Universe"
"12205",2012-07-01,"2012","Total",NA,"Srms","Condo Universe"
"12205",2013-07-01,"2013","3-19 Units",NA,"Srms","Condo Universe"
"12205",2013-07-01,"2013","20-49 Units",NA,"Srms","Condo Universe"
"12205",2013-07-01,"2013","50-99 Units",NA,"Srms","Condo Universe"
"12205",2013-07-01,"2013","100+ Units",NA,"Srms","Condo Universe"
"12205",2013-07-01,"2013","Total",NA,"Srms","Condo Universe"
"12205",2014-07-01,"2014","3-19 Units",NA,"Srms","Condo Universe"
"12205",2014-07-01,"2014","20-49 Units",NA,"Srms","Condo Universe"
"12205",2014-07-01,"2014","50-99 Units",NA,"Srms","Condo Universe"
"12205",2014-07-01,"2014","100+ Units",NA,"Srms","Condo Universe"
"12205",2014-07-01,"2014","Total",NA,"Srms","Condo Universe"
"12205",2015-07-01,"2015","3-19 Units",NA,"Srms","Condo Universe"
"12205",2015-07-01,"2015","20-49 Units",NA,"Srms","Condo Universe"
"12205",2015-07-01,"2015","50-99 Units",NA,"Srms","Condo Universe"
"12205",2015-07-01,"2015","100+ Units",NA,"Srms","Condo Universe"
"12205",2015-07-01,"2015","Total",NA,"Srms","Condo Universe"
"12205",2016-07-01,"2016","3-19 Units",742,"Srms","Condo Universe"
"12205",2016-07-01,"2016","20-49 Units",1845,"Srms","Condo Universe"
"12205",2016-07-01,"2016","50-99 Units",4314,"Srms","Condo Universe"
"12205",2016-07-01,"2016","100+ Units",2399,"Srms","Condo Universe"
"12205",2016-07-01,"2016","Total",9300,"Srms","Condo Universe"
"12205",2017-07-01,"2017","3-19 Units",532,"Srms","Condo Universe"
"12205",2017-07-01,"2017","20-49 Units",1555,"Srms","Condo Universe"
"12205",2017-07-01,"2017","50-99 Units",4073,"Srms","Condo Universe"
"12205",2017-07-01,"2017","100+ Units",2165,"Srms","Condo Universe"
"12205",2017-07-01,"2017","Total",8325,"Srms","Condo Universe"
"12205",2018-07-01,"2018","3-19 Units",465,"Srms","Condo Universe"
"12205",2018-07-01,"2018","20-49 Units",1479,"Srms","Condo Universe"
"12205",2018-07-01,"2018","50-99 Units",4145,"Srms","Condo Universe"
"12205",2018-07-01,"2018","100+ Units",1783,"Srms","Condo Universe"
"12205",2018-07-01,"2018","Total",7872,"Srms","Condo Universe"
"12205",2019-07-01,"2019","3-19 Units",455,"Srms","Condo Universe"
"12205",2019-07-01,"2019","20-49 Units",1478,"Srms","Condo Universe"
"12205",2019-07-01,"2019","50-99 Units",4069,"Srms","Condo Universe"
"12205",2019-07-01,"2019","100+ Units",1782,"Srms","Condo Universe"
"12205",2019-07-01,"2019","Total",7784,"Srms","Condo Universe"
"12205",2020-07-01,"2020","3-19 Units",450,"Srms","Condo Universe"
"12205",2020-07-01,"2020","20-49 Units",1478,"Srms","Condo Universe"
"12205",2020-07-01,"2020","50-99 Units",4158,"Srms","Condo Universe"
"12205",2020-07-01,"2020","100+ Units",1782,"Srms","Condo Universe"
"12205",2020-07-01,"2020","Total",7868,"Srms","Condo Universe"
"12205",2021-07-01,"2021","3-19 Units",447,"Srms","Condo Universe"
"12205",2021-07-01,"2021","20-49 Units",1478,"Srms","Condo Universe"
"12205",2021-07-01,"2021","50-99 Units",4213,"Srms","Condo Universe"
"12205",2021-07-01,"2021","100+ Units",1894,"Srms","Condo Universe"
"12205",2021-07-01,"2021","Total",8032,"Srms","Condo Universe"
"12205",2022-07-01,"2022","3-19 Units",445,"Srms","Condo Universe"
"12205",2022-07-01,"2022","20-49 Units",1498,"Srms","Condo Universe"
"12205",2022-07-01,"2022","50-99 Units",4108,"Srms","Condo Universe"
"12205",2022-07-01,"2022","100+ Units",2033,"Srms","Condo Universe"
"12205",2022-07-01,"2022","Total",8084,"Srms","Condo Universe"
"12205",2023-07-01,"2023","3-19 Units",437,"Srms","Condo Universe"
"12205",2023-07-01,"2023","20-49 Units",1498,"Srms","Condo Universe"
"12205",2023-07-01,"2023","50-99 Units",4108,"Srms","Condo Universe"
"12205",2023-07-01,"2023","100+ Units",2033,"Srms","Condo Universe"
"12205",2023-07-01,"2023","Total",8076,"Srms","Condo Universe"
"12205",2024-07-01,"2024","3-19 Units",438,"Srms","Condo Universe"
"12205",2024-07-01,"2024","20-49 Units",1498,"Srms","Condo Universe"
"12205",2024-07-01,"2024","50-99 Units",4098,"Srms","Condo Universe"
"12205",2024-07-01,"2024","100+ Units",2137,"Srms","Condo Universe"
"12205",2024-07-01,"2024","Total",8171,"Srms","Condo Universe"
"12205",2025-07-01,"2025","3-19 Units",445,"Srms","Condo Universe"
"12205",2025-07-01,"2025","20-49 Units",1499,"Srms","Condo Universe"
"12205",2025-07-01,"2025","50-99 Units",4102,"Srms","Condo Universe"
"12205",2025-07-01,"2025","100+ Units",2137,"Srms","Condo Universe"
"12205",2025-07-01,"2025","Total",8183,"Srms","Condo Universe"
