"GeoUID","Date","DateString","Structure Size","Value","Survey","Series"
"59915",2015-07-01,"2015","Total",12730,"Srms","Condo Universe"
"59915",2016-07-01,"2016","3-19 Units",525,"Srms","Condo Universe"
"59915",2016-07-01,"2016","20-49 Units",3448,"Srms","Condo Universe"
"59915",2016-07-01,"2016","50-99 Units",3352,"Srms","Condo Universe"
"59915",2016-07-01,"2016","100+ Units",5640,"Srms","Condo Universe"
"59915",2016-07-01,"2016","Total",12965,"Srms","Condo Universe"
"59915",2017-07-01,"2017","3-19 Units",502,"Srms","Condo Universe"
"59915",2017-07-01,"2017","20-49 Units",3469,"Srms","Condo Universe"
"59915",2017-07-01,"2017","50-99 Units",3277,"Srms","Condo Universe"
"59915",2017-07-01,"2017","100+ Units",5639,"Srms","Condo Universe"
"59915",2017-07-01,"2017","Total",12887,"Srms","Condo Universe"
"59915",2018-07-01,"2018","3-19 Units",483,"Srms","Condo Universe"
"59915",2018-07-01,"2018","20-49 Units",3509,"Srms","Condo Universe"
"59915",2018-07-01,"2018","50-99 Units",3226,"Srms","Condo Universe"
"59915",2018-07-01,"2018","100+ Units",5280,"Srms","Condo Universe"
"59915",2018-07-01,"2018","Total",12498,"Srms","Condo Universe"
"59915",2019-07-01,"2019","3-19 Units",487,"Srms","Condo Universe"
"59915",2019-07-01,"2019","20-49 Units",3522,"Srms","Condo Universe"
"59915",2019-07-01,"2019","50-99 Units",3437,"Srms","Condo Universe"
"59915",2019-07-01,"2019","100+ Units",5356,"Srms","Condo Universe"
"59915",2019-07-01,"2019","Total",12802,"Srms","Condo Universe"
"59915",2020-07-01,"2020","3-19 Units",504,"Srms","Condo Universe"
"59915",2020-07-01,"2020","20-49 Units",3543,"Srms","Condo Universe"
"59915",2020-07-01,"2020","50-99 Units",3304,"Srms","Condo Universe"
"59915",2020-07-01,"2020","100+ Units",5409,"Srms","Condo Universe"
"59915",2020-07-01,"2020","Total",12760,"Srms","Condo Universe"
"59915",2021-07-01,"2021","3-19 Units",505,"Srms","Condo Universe"
"59915",2021-07-01,"2021","20-49 Units",3579,"Srms","Condo Universe"
"59915",2021-07-01,"2021","50-99 Units",3410,"Srms","Condo Universe"
"59915",2021-07-01,"2021","100+ Units",5688,"Srms","Condo Universe"
"59915",2021-07-01,"2021","Total",13182,"Srms","Condo Universe"
"59915",2022-07-01,"2022","3-19 Units",535,"Srms","Condo Universe"
"59915",2022-07-01,"2022","20-49 Units",3603,"Srms","Condo Universe"
"59915",2022-07-01,"2022","50-99 Units",3405,"Srms","Condo Universe"
"59915",2022-07-01,"2022","100+ Units",5805,"Srms","Condo Universe"
"59915",2022-07-01,"2022","Total",13348,"Srms","Condo Universe"
"59915",2023-07-01,"2023","3-19 Units",552,"Srms","Condo Universe"
"59915",2023-07-01,"2023","20-49 Units",3527,"Srms","Condo Universe"
"59915",2023-07-01,"2023","50-99 Units",3765,"Srms","Condo Universe"
"59915",2023-07-01,"2023","100+ Units",6284,"Srms","Condo Universe"
"59915",2023-07-01,"2023","Total",14128,"Srms","Condo Universe"
"59915",2024-07-01,"2024","3-19 Units",544,"Srms","Condo Universe"
"59915",2024-07-01,"2024","20-49 Units",3612,"Srms","Condo Universe"
"59915",2024-07-01,"2024","50-99 Units",3928,"Srms","Condo Universe"
"59915",2024-07-01,"2024","100+ Units",6279,"Srms","Condo Universe"
"59915",2024-07-01,"2024","Total",14363,"Srms","Condo Universe"
"59915",2025-07-01,"2025","3-19 Units",533,"Srms","Condo Universe"
"59915",2025-07-01,"2025","20-49 Units",3646,"Srms","Condo Universe"
"59915",2025-07-01,"2025","50-99 Units",3913,"Srms","Condo Universe"
"59915",2025-07-01,"2025","100+ Units",6787,"Srms","Condo Universe"
"59915",2025-07-01,"2025","Total",14879,"Srms","Condo Universe"
