"GeoUID","Date","DateString","Structure Size","Value","Survey","Series"
"24421",2012-07-01,"2012","50-99 Units",6743,"Srms","Condo Universe"
"24421",2012-07-01,"2012","100+ Units",2959,"Srms","Condo Universe"
"24421",2012-07-01,"2012","Total",25642,"Srms","Condo Universe"
"24421",2013-07-01,"2013","3-19 Units",9592,"Srms","Condo Universe"
"24421",2013-07-01,"2013","20-49 Units",6949,"Srms","Condo Universe"
"24421",2013-07-01,"2013","50-99 Units",7459,"Srms","Condo Universe"
"24421",2013-07-01,"2013","100+ Units",4294,"Srms","Condo Universe"
"24421",2013-07-01,"2013","Total",28294,"Srms","Condo Universe"
"24421",2014-07-01,"2014","3-19 Units",10603,"Srms","Condo Universe"
"24421",2014-07-01,"2014","20-49 Units",7510,"Srms","Condo Universe"
"24421",2014-07-01,"2014","50-99 Units",7796,"Srms","Condo Universe"
"24421",2014-07-01,"2014","100+ Units",4806,"Srms","Condo Universe"
"24421",2014-07-01,"2014","Total",30715,"Srms","Condo Universe"
"24421",2015-07-01,"2015","3-19 Units",10739,"Srms","Condo Universe"
"24421",2015-07-01,"2015","20-49 Units",7718,"Srms","Condo Universe"
"24421",2015-07-01,"2015","50-99 Units",7920,"Srms","Condo Universe"
"24421",2015-07-01,"2015","100+ Units",4776,"Srms","Condo Universe"
"24421",2015-07-01,"2015","Total",31153,"Srms","Condo Universe"
"24421",2016-07-01,"2016","3-19 Units",12402,"Srms","Condo Universe"
"24421",2016-07-01,"2016","20-49 Units",8108,"Srms","Condo Universe"
"24421",2016-07-01,"2016","50-99 Units",8227,"Srms","Condo Universe"
"24421",2016-07-01,"2016","100+ Units",4736,"Srms","Condo Universe"
"24421",2016-07-01,"2016","Total",33473,"Srms","Condo Universe"
"24421",2017-07-01,"2017","3-19 Units",12566,"Srms","Condo Universe"
"24421",2017-07-01,"2017","20-49 Units",8186,"Srms","Condo Universe"
"24421",2017-07-01,"2017","50-99 Units",8508,"Srms","Condo Universe"
"24421",2017-07-01,"2017","100+ Units",4868,"Srms","Condo Universe"
"24421",2017-07-01,"2017","Total",34128,"Srms","Condo Universe"
"24421",2018-07-01,"2018","3-19 Units",12595,"Srms","Condo Universe"
"24421",2018-07-01,"2018","20-49 Units",8048,"Srms","Condo Universe"
"24421",2018-07-01,"2018","50-99 Units",8747,"Srms","Condo Universe"
"24421",2018-07-01,"2018","100+ Units",4857,"Srms","Condo Universe"
"24421",2018-07-01,"2018","Total",34247,"Srms","Condo Universe"
"24421",2019-07-01,"2019","3-19 Units",12683,"Srms","Condo Universe"
"24421",2019-07-01,"2019","20-49 Units",8065,"Srms","Condo Universe"
"24421",2019-07-01,"2019","50-99 Units",8695,"Srms","Condo Universe"
"24421",2019-07-01,"2019","100+ Units",5740,"Srms","Condo Universe"
"24421",2019-07-01,"2019","Total",35183,"Srms","Condo Universe"
"24421",2020-07-01,"2020","3-19 Units",12736,"Srms","Condo Universe"
"24421",2020-07-01,"2020","20-49 Units",8075,"Srms","Condo Universe"
"24421",2020-07-01,"2020","50-99 Units",8887,"Srms","Condo Universe"
"24421",2020-07-01,"2020","100+ Units",5737,"Srms","Condo Universe"
"24421",2020-07-01,"2020","Total",35435,"Srms","Condo Universe"
"24421",2021-07-01,"2021","3-19 Units",12819,"Srms","Condo Universe"
"24421",2021-07-01,"2021","20-49 Units",8137,"Srms","Condo Universe"
"24421",2021-07-01,"2021","50-99 Units",8943,"Srms","Condo Universe"
"24421",2021-07-01,"2021","100+ Units",5981,"Srms","Condo Universe"
"24421",2021-07-01,"2021","Total",35880,"Srms","Condo Universe"
"24421",2022-07-01,"2022","3-19 Units",12844,"Srms","Condo Universe"
"24421",2022-07-01,"2022","20-49 Units",8193,"Srms","Condo Universe"
"24421",2022-07-01,"2022","50-99 Units",9080,"Srms","Condo Universe"
"24421",2022-07-01,"2022","100+ Units",6100,"Srms","Condo Universe"
"24421",2022-07-01,"2022","Total",36217,"Srms","Condo Universe"
"24421",2023-07-01,"2023","3-19 Units",12903,"Srms","Condo Universe"
"24421",2023-07-01,"2023","20-49 Units",8210,"Srms","Condo Universe"
"24421",2023-07-01,"2023","50-99 Units",9089,"Srms","Condo Universe"
"24421",2023-07-01,"2023","100+ Units",6098,"Srms","Condo Universe"
"24421",2023-07-01,"2023","Total",36300,"Srms","Condo Universe"
"24421",2024-07-01,"2024","3-19 Units",12913,"Srms","Condo Universe"
"24421",2024-07-01,"2024","20-49 Units",8257,"Srms","Condo Universe"
"24421",2024-07-01,"2024","50-99 Units",9055,"Srms","Condo Universe"
"24421",2024-07-01,"2024","100+ Units",6496,"Srms","Condo Universe"
"24421",2024-07-01,"2024","Total",36721,"Srms","Condo Universe"
"24421",2025-07-01,"2025","3-19 Units",12920,"Srms","Condo Universe"
"24421",2025-07-01,"2025","20-49 Units",8306,"Srms","Condo Universe"
"24421",2025-07-01,"2025","50-99 Units",9094,"Srms","Condo Universe"
"24421",2025-07-01,"2025","100+ Units",6496,"Srms","Condo Universe"
"24421",2025-07-01,"2025","Total",36816,"Srms","Condo Universe"
